"Sampling Date
تاريخ سحب العينة","Sample Category
فئة العينة","Sample Name
اسم العينة","Sample ID
رمز العينة","Facility Name
اسم المنشأة","Municipality name 
اسم البلدية","Valid/ Invalid 
مطابقة/غير مطابقة","""Invalid test
الاختبار الغير مطابق"""
22/4/2025,المشروبات الغازية (الغير كحولية) (Carbonated beverages) (non - alcoholic ) ,مشروب ميرندا سلاش,be-0051-R01,فوكس سينما - حي القادسية,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,المشروبات الغازية (الغير كحولية) (Carbonated beverages) (non - alcoholic ) ,مشروب ديو سلاش,be-0052-R01,فوكس سينما - حي القادسية,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,البطاطس (potatoes),بطاطس تشيتوز,OO-OSS-po-0360-R01,فوكس سينما - حي القادسية,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Swabs) المسحات,مسحة عصارة صانعة ثلج,sw-2898-R01,فوكس سينما - حي القادسية,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Swabs) المسحات,مسحة خلاطة بوب كور (فشار),sw-2899-R01,فوكس سينما - حي القادسية,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Swabs) المسحات,مسحة حافظة بوب كورن,sw-2900-R01,فوكس سينما - حي القادسية,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Swabs) المسحات,مسحة حافظة بوب كورن,sw-2901-R01,فوكس سينما - حي القادسية,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Swabs) المسحات,مسحة حافظة بوب كورن,sw-2902-R01,فوكس سينما - حي القادسية,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Swabs) المسحات,مسحة ادوات بوب كورن,sw-2903-R01,فوكس سينما - حي القادسية,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,نكهات مركزة ( Syrup ),نكهة سيرم,1-2931-R01,فوكس سينما - حي القادسية,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,نكهات مركزة ( Syrup ),نكهة فانيلا,1-2932-R01,فوكس سينما - حي القادسية,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Pie) فطيرة,فطيرة زعتر,1-2933-R01,ميل فوي بيكري - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Pizza)بيتزا,بيتزا,1-2934-R01,ميل فوي بيكري - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Pie) فطيرة,فطيرة نقانق,1-2935-R01,ميل فوي بيكري - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Pie) فطيرة,فطيرة سبانخ,1-2936-R01,ميل فوي بيكري - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,الحلا(sweetness),كيكة بيكان,sweet-0963-R01,ميل فوي بيكري - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,الحلا(sweetness),تارت فراولة,sweet-0964-R01,ميل فوي بيكري - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,الحلا(sweetness),كوكيز شوكولاتة,sweet-0965-R01,ميل فوي بيكري - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,الحلا(sweetness),ميني اكلير شوكولاتة,sweet-0966-R01,ميل فوي بيكري - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Swabs) المسحات,مسحة ثلاجة حلا,sw-2904-R01,ميل فوي بيكري - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,الحلا(sweetness),مكس معكرون,sweet-0967-R01,ميل فوي بيكري - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,صوص (sauce),صوص كريم جبن,sau-1462-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,صوص (sauce),صوص سبايسي,sau-1463-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا | الخمائر والاعفان
22/4/2025,مقبلات (Appetizers),حمص,Appe-0420-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,السلطة(Salad)  \t ,سلطة ملفوف,Sal-1269-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,صوص (sauce),صوص ثوم,sau-1464-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,الخس (Lettuce),قطع خس,O-r-O3-le-0320-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,المخلل (Pickle),مخلل خيار,Pick-0391-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(cheese) جبنة,شرائح جبن,Chee-0711-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,المشروبات الغازية (الغير كحولية) (Carbonated beverages) (non - alcoholic ) ,مشروب ببسي,be-0053-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
22/4/2025,المشروبات الغازية (الغير كحولية) (Carbonated beverages) (non - alcoholic ) ,مشروب ديو,be-0054-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
22/4/2025,المشروبات الغازية (الغير كحولية) (Carbonated beverages) (non - alcoholic ) ,مشروب ميرندا,be-0055-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,غير مطابقة,كوليفورم
22/4/2025,المشروبات الغازية (الغير كحولية) (Carbonated beverages) (non - alcoholic ) ,مشروب سفن اب,be-0056-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
22/4/2025,(Swabs) المسحات,مسحة ثلاجة اعداد ساندويتش,sw-2905-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,(Swabs) المسحات,مسحة حافظة بطاطس,sw-2906-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,المياه الغير معبأة (Unbottled water),مياه غسيل الادوات,Ubot-0941-R01,ملحمة ابو ماجد,بلدية العليا,مطابقة,لا يوجد
22/4/2025,المياه الغير معبأة (Unbottled water),مياه فلتر لغسيل الادوات,Ubot-0942-R01,شاورمر القادسية - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,المياه الغير معبأة (Unbottled water),مياه حنفية لغسيل الادوات,Ubot-0943-R01,ميل فوي بيكري - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
22/4/2025,المياه الغير معبأة (Unbottled water),مياه حنفية لغسيل الادوات,Ubot-0944-R01,مطاعم الليوان - حي القادسية ,بلدية الروضة,مطابقة,لا يوجد
23/4/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),لحم رجل بقر بلدي,Raw-0125-R01,ملحمة لبون للانتاج الغذائي,بلدية العليا,مطابقة,لا يوجد
23/4/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),لحم كتف حاشي بلدي,Raw-0126-R01,ملحمة لبون للانتاج الغذائي,بلدية العليا,مطابقة,لا يوجد
23/4/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),لحم فخذ نعيمي بلدي,Raw-0127-R01,ملحمة لبون للانتاج الغذائي,بلدية العليا,مطابقة,لا يوجد
23/4/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),كبدة نعيمي من خروف اخر,Raw-0128-R01,ملحمة لبون للانتاج الغذائي,بلدية العليا,مطابقة,لا يوجد
23/4/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),مياه حنفية لغسيل الادوات,Ubot-0945-R01,ملحمة لبون للانتاج الغذائي,بلدية العليا,مطابقة,لا يوجد
26/4/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),كبدة عجل بلدي,Raw-0130-R01,صفوة الانعام للحوم الطازحه,بلدية العليا,مطابقة,لا يوجد
26/4/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),لحم فخذ عجل بلدي,Raw-0131-R01,صفوة الانعام للحوم الطازحه,بلدية العليا,مطابقة,لا يوجد
26/4/2025,صوص (sauce),ديناميت صوص,sau-1474-R01,دانك ساندوتش - حي اليرموك,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,صوص (sauce),ترتر صوص,sau-1475-R01,دانك ساندوتش - حي اليرموك,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,صوص (sauce),صوص ثوم,sau-1476-R01,دانك ساندوتش - حي اليرموك,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,صوص (sauce),دانك صوص,sau-1477-R01,دانك ساندوتش - حي اليرموك,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
26/4/2025,الخس (Lettuce),قطع خس,O-r-O3-le-0321-R01,دانك ساندوتش - حي اليرموك,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,(Swabs) المسحات,مسحة عصارة برتقال,sw-2916-R01,دانك ساندوتش - حي اليرموك,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,(Swabs) المسحات,مسحة عصارة تفاح وجزر,sw-2917-R01,دانك ساندوتش - حي اليرموك,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
26/4/2025,(Swabs) المسحات,مسحة ثلاجة,sw-2918-R01,دانك ساندوتش - حي اليرموك,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,البطاطس (potatoes),بطاطس مقلي,OO-OSS-po-0362-R01,دانك ساندوتش - حي اليرموك,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,صوص (sauce),بستو صوص,sau-1478-R01,مطعم سيزارو - حي المغرزات,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
26/4/2025,اللحوم المطبوخة (Cooked meat),لحم مطبوخ نص استواء,Cm-0096-R01,مطعم سيزارو - حي المغرزات,بلدية العليا,مطابقة,لا يوجد
26/4/2025,البقدونس (parsley),بقدونس,OU-pa-0224-R01,مطعم سيزارو - حي المغرزات,بلدية العليا,مطابقة,لا يوجد
26/4/2025,الزيتون /Olive,زيتون,olv-0458-R01,مطعم سيزارو - حي المغرزات,بلدية العليا,غير مطابقة,خمائر
26/4/2025,(cheese) جبنة,بربزان جبن,Chee-0712-R01,مطعم سيزارو - حي المغرزات,بلدية العليا,مطابقة,لا يوجد
26/4/2025,صوص (sauce),صوص احمر للبستا,sau-1479-R01,مطعم سيزارو - حي المغرزات,بلدية العليا,مطابقة,لا يوجد
26/4/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج قطع,co-0475-R01,مطعم سيزارو - حي المغرزات,بلدية العليا,غير مطابقة,العد الكلي للبكتيريا
26/4/2025,اللحوم المطبوخة (Cooked meat),بيبروني قطع,Cm-0097-R01,مطعم سيزارو - حي المغرزات,بلدية العليا,مطابقة,لا يوجد
26/4/2025,صوص (sauce),ثاوزن ايلند صوص,sau-1480-R01,مطعم سيزارو - حي المغرزات,بلدية العليا,مطابقة,لا يوجد
26/4/2025,صوص (sauce),رنش صوص,sau-1481-R01,مطعم سيزارو - حي المغرزات,بلدية العليا,مطابقة,لا يوجد
26/4/2025,السلطة(Salad)  \t ,سلطة لبن خيار,Sal-1274-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,غير مطابقة,ايشيريشيا كولاي
26/4/2025,الخس (Lettuce),قطع خس,O-r-O3-le-0322-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,غير مطابقة,ايشيريشيا كولاي
26/4/2025,الخيار (cucumbers),قطع خيار,O-r-U-cu-0230-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
26/4/2025,الطماطم (Tomatoes),قطع طماطم,O-U-to-0600-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,الزيتون /Olive,زيتون اسود شرائح,olv-0459-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,غير مطابقة,خمائر
26/4/2025,الجزر (carrot),جزر مبشور,O-O2-ca-0184-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
26/4/2025,الارز ( rice),رز برياني,1-2940-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج كاري,co-0476-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج فلفل حلو,co-0477-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,اللحوم المطبوخة (Cooked meat),لحم بقري مع صوص باربكيو,Cm-0098-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
26/4/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج بستاشا,co-0478-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,السلطة(Salad)  \t ,سلطة فواكه,Sal-1275-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,مقبلات (Appetizers),تبولة,Appe-0433-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
26/4/2025,صوص (sauce),صوص كاتشب,sau-1482-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,صوص (sauce),صوص بيستو,sau-1483-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
26/4/2025,صوص (sauce),صوص ليمون,sau-1484-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,صوص (sauce),صوص باربكيو,sau-1485-R01,مطعم سعرات الدايت - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,صوص (sauce),صوص ثوم,sau-1486-R01,برستد المشير - حي الرمال,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
26/4/2025,صوص (sauce),صوص كوكتيل,sau-1487-R01,برستد المشير - حي الرمال,بلدية الروضة,غير مطابقة,الخمائر والاعفان
26/4/2025,صوص (sauce),صوص تشيز,sau-1488-R01,برستد المشير - حي الرمال,بلدية الروضة,غير مطابقة,انتيروباكتريسي
26/4/2025,البطاطس (potatoes),بطاطس مقلي,OO-OSS-po-0363-R01,برستد المشير - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,صوص (sauce),برجر صوص,sau-1489-R01,برستد المشير - حي الرمال,بلدية الروضة,غير مطابقة,انتيروباكتريسي
26/4/2025,صوص (sauce),صوص كاتشب,sau-1490-R01,برستد المشير - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,مقبلات (Appetizers),حمص,Appe-0434-R01,برستد المشير - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,السلطة(Salad)  \t ,سلطة ملفوف,Sal-1276-R01,برستد المشير - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,المخلل (Pickle),مخلل خيار,Pick-0392-R01,برستد المشير - حي الرمال,بلدية الروضة,غير مطابقة,خمائر
26/4/2025,صوص (sauce),صوص مايونيز,sau-1491-R01,برستد المشير - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,(Swabs) المسحات,مسحة حافظة البطاطس,sw-2919-R01,برستد المشير - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,(Swabs) المسحات,مسحة حافظة البطاطس,sw-2920-R01,برستد المشير - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,(Swabs) المسحات,مسحة حافظة البرستد,sw-2921-R01,برستد المشير - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,(Pie) فطيرة,فطيرة عش البلبل,1-2941-R01,شركة ضواحي الرمال - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,(Pie) فطيرة,فطيرة زعتر,1-2942-R01,شركة ضواحي الرمال - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,(Pizza)بيتزا,بيتزا,1-2943-R01,شركة ضواحي الرمال - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,(Pie) فطيرة,فطيرة جبنة مالح,1-2944-R01,شركة ضواحي الرمال - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,كروسان (croissant),كروسان لبنة بالزعتر,1-2945-R01,شركة ضواحي الرمال - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,كروسان (croissant),كروسان لبنة عسل,1-2946-R01,شركة ضواحي الرمال - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,كروسان (croissant),كروسان جبن مالح,1-2947-R01,شركة ضواحي الرمال - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,كروسان (croissant),كروسان سادة,1-2948-R01,شركة ضواحي الرمال - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,كروسان (croissant),كروسان نقانق,1-2949-R01,شركة ضواحي الرمال - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,الحلا(sweetness),بسبوية,sweet-0968-R01,شركة ضواحي الرمال - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,الحلا(sweetness),تشيز كيك فراولة,sweet-0969-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
26/4/2025,الحلا(sweetness),تشيز كيك توت بري,sweet-0970-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,الحلا(sweetness),تشيز كيك توت احمر,sweet-0971-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,الحلا(sweetness),تراميسو,sweet-0972-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
26/4/2025,السلطة(Salad)  \t ,سلطة ملفوف,Sal-1277-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
26/4/2025,السلطة(Salad)  \t ,سلطة حار,Sal-1278-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
26/4/2025,السلطة(Salad)  \t ,سلطة خضراء,Sal-1279-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
26/4/2025,السلطة(Salad)  \t ,سلطة زبادي,Sal-1280-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
26/4/2025,الزيتون /Olive,شرائح زيتون,olv-0460-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,غير مطابقة,خمائر
26/4/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج على الفحم نص استواء,co-0479-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,الخضار المشوية و المطبوخة ,ايدام مصقع,GCV-0196-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
26/4/2025,الخضار المشوية و المطبوخة ,ايدام ملوخية,GCV-0197-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,الخضار المشوية و المطبوخة ,ايدام بامية,GCV-0198-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,(Swabs) المسحات,مسحة يد,sw-2922-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
26/4/2025,(Swabs) المسحات,مسحة ادوات تحضير,sw-2923-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,(Swabs) المسحات,مسحة ثلاجة مقبلات,sw-2924-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,المياه الغير معبأة (Unbottled water),مياه حنفية لغسيل الادوات,Ubot-0946-R01,صفوة الانعام للحوم الطازحه,بلدية العليا,مطابقة,لا يوجد
26/4/2025,المياه الغير معبأة (Unbottled water),مياه غسيل,Ubot-0947-R01,دانك ساندوتش - حي اليرموك,بلدية الروضة,غير مطابقة,كوليفورم | ايشيريشيا كولاي
26/4/2025,المياه الغير معبأة (Unbottled water),مياه غسيل,Ubot-0948-R01,مطعم سيزارو - حي المغرزات,بلدية العليا,مطابقة,لا يوجد
26/4/2025,المياه الغير معبأة (Unbottled water),مياه حنفية غسيل,Ubot-0949-R01,برستد المشير - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,المياه الغير معبأة (Unbottled water),مياه فلتر للعجانة,Ubot-0950-R01,شركة ضواحي الرمال - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
26/4/2025,المياه الغير معبأة (Unbottled water),مياه فلتر لغسيل الارز,Ubot-0951-R01,مطعم نور الرياض البخاري - حي الرمال,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),كبدة غنم استرالي نفس الخاروف,Raw-0132-R01,مؤسسة راشد عبد العزيز ناصر الشومر للتجارة,بلدية الشمال,مطابقة,لا يوجد
27/4/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),لحم فخذ خاروف استرالي,Raw-0133-R01,مؤسسة راشد عبد العزيز ناصر الشومر للتجارة,بلدية الشمال,غير مطابقة,العد الكلي للبكتيريا
27/4/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),لحم كتف عجل باكستاني,Raw-0134-R01,مؤسسة راشد عبد العزيز ناصر الشومر للتجارة,بلدية الشمال,مطابقة,لا يوجد
27/4/2025,لحوم نيئة مبردة ومجمدة  (Raw meat Cold or chilled ),لحم تيس كيني يد,Raw-0135-R01,مؤسسة راشد عبد العزيز ناصر الشومر للتجارة,بلدية الشمال,غير مطابقة,العد الكلي للبكتيريا
27/4/2025, (Honey)  عسل النحل,عسل,ho-0224-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,(cheese) جبنة,جبن شيدر,Chee-0713-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,مقبلات (Appetizers),حمص,Appe-0435-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
27/4/2025,(cream) قشطة,شبية قشطة قيمر,1-2952-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,صوص (sauce),صوص كاتشب,sau-1492-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,(cheese) جبنة,جبن سائل,Chee-0714-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
27/4/2025,صوص (sauce),صوص نوتيلا,sau-1493-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,صوص (sauce),صوص ساحاوقة بالجبن حارة,sau-1494-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا | استافيلوكوكس اورياس
27/4/2025,(corn chips) كورن فليكس,كونتري كورن فليكس,com-0022-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,(Swabs) المسحات,مسحة يد,sw-2925-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
27/4/2025,(Swabs) المسحات,مسحة يد,sw-2926-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
27/4/2025,(Swabs) المسحات,مسحة فرامة خبز,sw-2927-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
27/4/2025,فلافل( falafil),فلافل,Fala-0061-R01,فوال عقبة الطايف - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,السلطة(Salad)  \t ,سلطة حارة حمراء,Sal-1281-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
27/4/2025,السلطة(Salad)  \t ,سلطة طماطم مع بصل,Sal-1282-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,السلطة(Salad)  \t ,سلطة خضراء,Sal-1283-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
27/4/2025,السلطة(Salad)  \t ,سلطة سومطرا,Sal-1284-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
27/4/2025,السلطة(Salad)  \t ,سلطة زبادي خيار,Sal-1285-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
27/4/2025,السلطة(Salad)  \t ,سلطة ليمون وبصل,Sal-1286-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,السلطة(Salad)  \t ,سلطة حمراء باردة,Sal-1287-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
27/4/2025,صوص (sauce),صوص شوكولاتة بيضاء,sau-1495-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
27/4/2025,صوص (sauce),صوص بستاشو,sau-1496-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,صوص (sauce),صوص شوكولاتة بالبندق,sau-1497-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,الخضار المشوية و المطبوخة ,ايدام مشكل فرن,GCV-0199-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,الخضار المشوية و المطبوخة ,ايدام مصقع,GCV-0200-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,الخضار المشوية و المطبوخة ,ايدام بامية,GCV-0201-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,الخضار المشوية و المطبوخة ,ايدام ملوخية,GCV-0202-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,الجريش,جريش مطبوخ,1-2953-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,الارز ( rice),رز بشاور,1-2954-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,مطابقة,لا يوجد
27/4/2025,(Swabs) المسحات,مسحة طاولة تقطيع,sw-2928-R01,مطعم مضغوط نثري - حي الرمال ,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
27/4/2025,السلطة(Salad)  \t ,سلطة ملفوف مع بصل و خيار,Sal-1288-R01,مطعم مذاق الرمال - حي الرمال ,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
