"Sampling Date
تاريخ سحب العينة","Sample Category
فئة العينة","Sample Name
اسم العينة","Sample ID
رمز العينة","Facility Name
اسم المنشأة","Municipality name 
اسم البلدية","Valid/ Invalid 
مطابقة/غير مطابقة","""Invalid test
الاختبار الغير مطابق"""
04/01/2025,سمك مطبوخ,سمك فيليه,fis-0006-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,اللحوم المطبوخة (Cooked meat),لحم بقري,Cm-0070-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج كرسبي,co-0412-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج مشوي,co-0413-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج باربكيو,co-0414-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,البطاطا (sweet potatoes),بطاطا حلوة مطبوخ,OO-OSS-sp-0048-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,البطاطس (potatoes),بطاطس مشوي,OO-OSS-po-0307-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج تشيلي,co-0415-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,السلطة(Salad)  \t ,سلطة فواكه,Sal-0957-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,كيك (cake),كيك تمر,ck-0121-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,السلطة(Salad)  \t ,تبولة,Sal-0958-R01,فت هاوس,بلدية العريجاء,غير مطابقة,ايشيريشيا كولاي
04/01/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير فراولة,jui-0360-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الخضار المشوية و المطبوخة ,خضار مطبوخ,GCV-0147-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الليمون (Lemons),قطع ليمون,UU-le-0363-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,(Swabs) المسحات,مسحة منطقة اعداد,sw-2158-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,(Swabs) المسحات,مسحة منطقة اعداد,sw-2159-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج فهيتا,co-0416-R01,مطعم اسلوب الغذاء,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
04/01/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج احمر,co-0417-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج ديناميت,co-0418-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج كرياتي,co-0419-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,البطاطس (potatoes),بطاطس ودجز,OO-OSS-po-0308-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,اللحوم المطبوخة (Cooked meat),ستيك باركيو,Cm-0071-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,اللحوم المطبوخة (Cooked meat),كرات لحم,Cm-0072-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,البطاطس (potatoes),بطاطس مشوي,OO-OSS-po-0309-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الارز ( rice),رز صيادية,1-2637-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الارز ( rice),رز برياني,1-2638-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,السلطة(Salad)  \t ,سلطة جرجير,Sal-0959-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,(sandwich)ساندوتش,ساندويتش كلوب تركي بيض,1-2639-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,خبز,معصوب,1-2640-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,(Swabs) المسحات,مسحة منطقة اعداد,sw-2160-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,(Swabs) المسحات,مسحة منطقة اعداد,sw-2161-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير رمان,jui-0361-R01,عصائر منجا الزعيم,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير جزر,jui-0362-R01,عصائر منجا الزعيم,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير شمندر,jui-0363-R01,عصائر منجا الزعيم,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,صوص (sauce),صوص لوتس,sau-1036-R01,عصائر منجا الزعيم,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
04/01/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير برتقال كبس,jui-0364-R01,عصائر منجا الزعيم,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,(ice cream) ايسكريم,ايس كريم فانيلا,icecrea-0092-R01,عصائر منجا الزعيم,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
04/01/2025,صوص (sauce),صوص بستاشيو,sau-1037-R01,عصائر منجا الزعيم,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,الكيوي (Kiwi),قطع كيوي,UU-ki-0115-R01,عصائر منجا الزعيم,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,(Swabs) المسحات,مسحة ثلاجة فواكه مقطع,sw-2162-R01,عصائر منجا الزعيم,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,(Swabs) المسحات,مسحة طاولة تقطيع فواكه,sw-2163-R01,عصائر منجا الزعيم,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
04/01/2025,(Swabs) المسحات,مسحة ثلاجة اعداد,sw-2164-R01,عصائر منجا الزعيم,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,كيك (cake),تشيزكيك توت,ck-0122-R01,عصائر منجا الزعيم,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | انتيروباكتريسي
04/01/2025,الشوكولاته (Chocolate) ,شوكولاتة دبي,cho-0073-R01,عصائر منجا الزعيم,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,المياه الغير معبأة (Unbottled water),مياه حنفية للغسيل,Ubot-0837-R01,فت هاوس,بلدية العريجاء,مطابقة,لا يوجد
04/01/2025,المياه الغير معبأة (Unbottled water),مياه غسيل حنفية,Ubot-0838-R01,مطعم اسلوب الغذاء,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,الخس (Lettuce),قطع خس,O-r-O3-le-0283-R01,فلافل ذوق,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,البقدونس (parsley),قطع بقدونس,OU-pa-0197-R01,فلافل ذوق,بلدية العريجاء,غير مطابقة,ايشيريشيا كولاي | استافيلوكوكس اورياس
05/01/2025,المخلل (Pickle),مخلل لفت,Pick-0289-R01,فلافل ذوق,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,البيض ومنتجاته ( eggs and products),بيض مسلوق,eggs-0093-R01,فلافل ذوق,بلدية العريجاء,غير مطابقة,انتيروباكتريسي
05/01/2025,الطماطم (Tomatoes),شرائح طماطم,O-U-to-0532-R01,فلافل ذوق,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025," الحمص   Homous , Tzatziki and other dips ",حمص,homo-0382-R01,فلافل ذوق,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
05/01/2025,فلافل( falafil),فلافل,Fala-0051-R01,فلافل ذوق,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,البطاطس (potatoes),بطاطس مقلي,OO-OSS-po-0310-R01,فلافل ذوق,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,الباذنجان (eggplant),باذنجان مقلي,OOSS-eg-0290-R01,فلافل ذوق,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,الشطة (Hot sauce),شطة شامية,HS-0260-R01,فلافل ذوق,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
05/01/2025,صوص (sauce),كاتشب,sau-1038-R01,فلافل ذوق,بلدية العريجاء,مطابقة,اعفان
05/01/2025,الاجبان (cheeses),جبنة سائل,ch-0052-R01,فلافل ذوق,بلدية العريجاء,غير مطابقة,انتيروباكتريسي
05/01/2025,(Swabs) المسحات,مسحة قطاعة بطاطس,sw-2165-R01,فلافل ذوق,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | استافيلوكوكس اورياس
05/01/2025,صوص (sauce),صوص دبس رمان,sau-1039-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,صوص (sauce),صوص كاتشب,sau-1040-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,الشطة (Hot sauce),شطة عادي,HS-0261-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025," الحمص   Homous , Tzatziki and other dips ",حمص,homo-0383-R01,مطعم الشراع,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
05/01/2025,البقدونس (parsley),قطع بقدونس,OU-pa-0198-R01,مطعم الشراع,بلدية العريجاء,غير مطابقة,استافيلوكوكس اورياس
05/01/2025,مخلل الخضروات /الفواكه (Pickled/fermented vegetable / fruits),مخلل خيار,pi-0112-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,الاجبان (cheeses),جبن سائل,ch-0053-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,صوص (sauce),صوص كوكتيل,sau-1041-R01,مطعم الشراع,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | انتيروباكتريسي | استافيلوكوكس اورياس
05/01/2025,صوص (sauce),صوص حراق,sau-1042-R01,مطعم الشراع,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
05/01/2025,ورق عنب (Grape leaves),ورق عنب,gr-0128-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير كوكتيل,jui-0365-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,البرتقال (oranges),يرتقال مقشر,OO-or-0197-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,صوص (sauce),صوص مايونيز,sau-1043-R01,مطعم الشراع,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
05/01/2025,صوص (sauce),صوص مايونيز حراق,sau-1044-R01,مطعم الشراع,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
05/01/2025,صوص (sauce),صوص ثوم,sau-1045-R01,مطعم الشراع,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | انتيروباكتريسي
05/01/2025,(Swabs) المسحات,مسحة طاولة تقطيع شاورما,sw-2166-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,(Swabs) المسحات,مسحة طاولة تقطيع برتقال,sw-2167-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,(Swabs) المسحات,مسحة عصارة برتقال,sw-2168-R01,مطعم الشراع,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
05/01/2025,الخبز,خبز صامولي ابيض,bre-0099-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,(Swabs) المسحات,مسحة قجطاعة بطاطس,sw-2169-R01,مطعم الشراع,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | استافيلوكوكس اورياس
05/01/2025,صوص (sauce),صوص مايونيز,sau-1046-R01,مطعم منيرة ال عويس,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | انتيروباكتريسي | استافيلوكوكس اورياس
05/01/2025,صوص (sauce),صوص كاتشب,sau-1047-R01,مطعم منيرة ال عويس,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,المخلل (Pickle),مخلل خيار,Pick-0290-R01,مطعم منيرة ال عويس,بلدية العريجاء,غير مطابقة,خمائر
05/01/2025,الخس (Lettuce),قطع خس,O-r-O3-le-0284-R01,مطعم منيرة ال عويس,بلدية العريجاء,غير مطابقة,استافيلوكوكس اورياس
05/01/2025,البطاطس (potatoes),بطاطس مقلي,OO-OSS-po-0311-R01,مطعم منيرة ال عويس,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
05/01/2025,فلافل( falafil),فلافل,Fala-0052-R01,مطعم منيرة ال عويس,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,البيض ومنتجاته ( eggs and products),بيض مسلوق,eggs-0094-R01,مطعم منيرة ال عويس,بلدية العريجاء,غير مطابقة,انتيروباكتريسي
05/01/2025,الدجاج المطبوخ (Cooked chicken) ,قطع شاورما,co-0420-R01,مطعم منيرة ال عويس,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,البرتقال (oranges),برتقال مقشر,OO-or-0198-R01,مطعم منيرة ال عويس,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,السلطة(Salad)  \t ,سلطة تونة,Sal-0960-R01,مطعم منيرة ال عويس,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
05/01/2025,لبنة ( brick),لبنة,bri-0245-R01,مطعم منيرة ال عويس,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025, (Honey)  عسل النحل,شبية عسل,ho-0200-R01,مطعم منيرة ال عويس,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,(Swabs) المسحات,مسحة خلاط برتقال,sw-2170-R01,مطعم منيرة ال عويس,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
05/01/2025,المياه الغير معبأة (Unbottled water),مياه حنفية لغسيل الادوات,Ubot-0839-R01,فلافل ذوق,بلدية العريجاء,مطابقة,لا يوجد
05/01/2025,المياه الغير معبأة (Unbottled water),مياه فلتر للعجانة,Ubot-0840-R01,مطعم الشراع,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,ايدام مصقع,ايدام مصقع,GCV-0148-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,ايدام مشكل خضار,ايدام مشكل خضار,GCV-0149-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,ايدام مشكل فرن ,ايدام مشكل فرن,GCV-0150-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,سلطة مشوي,سلطة مشوي,Sal-0961-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,غير مطابقة,استافيلوكوكس اورياس
06/01/2025,دجاج على الفحم,دجاج على الفحم,co-0421-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,رز بخاري,رز بخاري,1-2643-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,سلطة حارة ,سلطة حارة,Sal-0962-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,كيك شوكولاتة ,كيك شوكولاتة,sweet-0664-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,تشيز كيك توت بري,تشيز كيك توت بري,sweet-0665-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | انتيروباكتريسي | استافيلوكوكس اورياس
06/01/2025,تراميسو ,تراميسو,sweet-0666-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
06/01/2025,تشيز كيك فراولة,تشيز كيك فراولة,sweet-0667-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | انتيروباكتريسي
06/01/2025,تشيز ايسكريم,تشيز ايس كريم,sweet-0668-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,حلا لايك,حلا لايك,sweet-0669-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,كريم كراميل ,كريم كراميل,sweet-0670-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,(Swabs) المسحات,مسحة طاولة تقطيع دجاج,sw-2171-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | استافيلوكوكس اورياس
06/01/2025,(Swabs) المسحات,مسحة ثلاجة سلطات,sw-2172-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,(Swabs) المسحات,مسحة يد,sw-2173-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
06/01/2025,الباذنجان (eggplant),باذنجان مقلي,OOSS-eg-0292-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,البقدونس (parsley),قطع بقدونس,OU-pa-0199-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,الخس (Lettuce),قطع خس,O-r-O3-le-0285-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,المخلل (Pickle),مخلل لفت,Pick-0291-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,المخلل (Pickle),قطع مخلل خيار,Pick-0292-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,لبنة ( brick),لبنة,bri-0246-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,الاجبان (cheeses),جبن سائل,ch-0054-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,صوص (sauce),صوص رانش,sau-1048-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,صوص (sauce),صوص باربكيو,sau-1049-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,الشطة (Hot sauce),شطة حلرة,HS-0262-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,صوص (sauce),صوص كاتشب,sau-1050-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025, (Honey)  عسل النحل,شبية عسل,ho-0201-R01,بوفية الشامية,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,الخضار المشوية و المطبوخة ,ايدام ملوخية,GCV-0151-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,الخضار المشوية و المطبوخة ,ايدام مشكل خضار,GCV-0152-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,الخضار المشوية و المطبوخة ,ايدام مشكل فرن,GCV-0153-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,الدجاج المطبوخ (Cooked chicken) ,ايدام دجاج,co-0422-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,اللحوم المطبوخة (Cooked meat),ايدام لحم,Cm-0073-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,العدس (Lentil),ايدام عدس,Len-0388-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,الخضار المشوية و المطبوخة ,ايدام بامية,GCV-0154-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,الخضار المشوية و المطبوخة ,ايدام مصقع,GCV-0155-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,(macaroni) مكرونة,مكرونة,1-2645-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,البصل (onions),بصل مقلي,OOu-on-0429-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025," الحمص   Homous , Tzatziki and other dips ",حمص مقبلات,homo-0384-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,السلطة(Salad)  \t ,سلطة خضراء,Sal-0963-R01,مطعم شواية الزمرد,بلدية العريجاء,غير مطابقة,استافيلوكوكس اورياس
06/01/2025,السلطة(Salad)  \t ,سلطة بصل مع الطماطم,Sal-0964-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,الشطة (Hot sauce),شطة خضراء,HS-0263-R01,مطعم شواية الزمرد,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | الخمائر والاعفان
06/01/2025,الشطة (Hot sauce),شطة حمراء,HS-0264-R01,مطعم شواية الزمرد,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | الخمائر والاعفان
06/01/2025,السلطة(Salad)  \t ,سلطة زبادي خيار,Sal-0965-R01,مطعم شواية الزمرد,بلدية العريجاء,غير مطابقة,استافيلوكوكس اورياس
06/01/2025,الدجاج المطبوخ (Cooked chicken) ,دجاج على الفحم نص استواء,co-0423-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,المياه الغير معبأة (Unbottled water),مياه فلتر للطبخ,Ubot-0841-R01,مطعم مرافي الجزيرة للمثلوثة,بلدية العريجاء,مطابقة,لا يوجد
06/01/2025,المياه الغير معبأة (Unbottled water),مياه حنفية للطبخ,Ubot-0842-R01,مطعم شواية الزمرد,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الكزبرة (coriander),قطع كزبرة,UO2-co-0104-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الاجبان (cheeses),جبنة شيدر مبشور,ch-0055-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,حلاوة طحينة( Flour Sweetness),حلاوة طحينية,FlSwe-0052-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,المخلل (Pickle),مخلل لفت,Pick-0293-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الطماطم (Tomatoes),قطع طماطم,O-U-to-0534-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الاجبان (cheeses),جبنة مالح,ch-0056-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025, (Honey)  عسل النحل,شبيه العسل,ho-0202-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الاجبان (cheeses),جبنة سائل,ch-0057-R01,مطعم نكهة الشعبيات,بلدية العريجاء,غير مطابقة,انتيروباكتريسي
07/01/2025,السلطة(Salad)  \t ,سلطة بصل مع ليمون,Sal-0966-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,صوص (sauce),صوص كاتشب,sau-1051-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الشطة (Hot sauce),صوص شطة,HS-0265-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,التمر / Dates,معجون تمر,OaU-da-1125-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,(corn chips) كورن فليكس,كورن فليكس,com-0021-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الخضار المشوية و المطبوخة ,ايدام مشكل خضار,GCV-0156-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الارز ( rice),رز شعبي,1-2648-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الدجاج (Poultry),دجاج شواية,po-0091-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الحلا(sweetness),حلا لوتس,sweet-0671-R02,مطعم نكهة الشعبيات,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | انتيروباكتريسي | استافيلوكوكس اورياس
07/01/2025,الحلا(sweetness),حلا فراولة,sweet-0672-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الحلا(sweetness),حلا جلكسي,sweet-0673-R01,مطعم نكهة الشعبيات,بلدية العريجاء,غير مطابقة,استافيلوكوكس اورياس
07/01/2025,الحلا(sweetness),حلا توت,sweet-0674-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الحلا(sweetness),كريم كراميل حلا,sweet-0675-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الحلا(sweetness),حلا ام علي,sweet-0676-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,مقبلات (Appetizers),تبولة,Appe-0264-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,السلطة(Salad)  \t ,سلطة فتوش,Sal-0967-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,السلطة(Salad)  \t ,سلطة خضراء,Sal-0968-R01,مطعم نكهة الشعبيات,بلدية العريجاء,غير مطابقة,استافيلوكوكس اورياس
07/01/2025," الحمص   Homous , Tzatziki and other dips ",حمص مقبلات,homo-0386-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,مقبلات (Appetizers),متبل,Appe-0265-R01,مطعم نكهة الشعبيات,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
07/01/2025,السلطة(Salad)  \t ,سلطة جبنة حار,Sal-0969-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,السلطة(Salad)  \t ,سلطة فواكه,Sal-0970-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,السلطة(Salad)  \t ,سلطة زبادي خيار,Sal-0971-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الشطة (Hot sauce),شطة حمراء,HS-0266-R01,مطعم نكهة الشعبيات,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | انتيروباكتريسي
07/01/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير كوكتيل,jui-0366-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الملوخية (Jute mallow),ايدام ملوخية,jm-0019-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الخضار المشوية و المطبوخة ,ايدام مشكل خضار,GCV-0157-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
