source_file,row_excel,sampling_date,year_month,iso_year_week,quarter,day_of_week,sample_id,sample_id_raw,sample_name,category_canonical,category_en,category_raw,sample_type,facility_name,facility_chain,facility_branch,facility_name_raw,municipality,municipality_type,municipality_raw,is_valid,is_failure,invalid_tests_raw,invalid_tests,n_failed_tests,failed_pathogens,failed_indicators,has_pathogen_failure,severity_tier,data_quality_flags,chain_invalid_count_90d,is_repeat_offender_90d
Data 2025.xlsx,4829,2025-05-26,2025-05,2025-W22,2,0,raw-0233-r01,Raw-0233-R01,قلب عجل,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,مؤسسة محمد ناجي بن نامي اللهيبي للحوم الطازجة,مؤسسة محمد ناجي بن نامي اللهيبي للحوم الطازجة,,مؤسسة محمد ناجي بن نامي اللهيبي للحوم الطازجة,الشمال,بلدية,بلدية الشمال,True,False,لا يوجد,,0,,,False,none,date_parsed_from_text,0,False
Data 2025.xlsx,5359,2025-06-18,2025-06,2025-W25,2,2,raw-0250-r01,Raw-0250-R01,قلب عجل بلدي نفس العجل,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,مؤسسة هبرة طرية للتجارة,مؤسسة هبرة طرية للتجارة,,مؤسسة هبرة طرية للتجارة,الروضة,بلدية,بلدية الروضة,True,False,لا يوجد,,0,,,False,none,date_parsed_from_text,0,False
Data 2025.xlsx,5652,2025-06-28,2025-06,2025-W26,2,5,raw-0294-r01,Raw-0294-R01,قلب عجل من نفس كبدة العجل,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,شركة حصاد الابداع للمواد الغذائية شركة شخص واحد,شركة حصاد الابداع للمواد الغذائية شركة شخص واحد,,شركة حصاد الابداع للمواد الغذائية شركة شخص واحد,الروضة,بلدية,بلدية الروضة,True,False,لا يوجد,,0,,,False,none,date_parsed_from_text,0,False
Data 2025.xlsx,8030,2025-08-27,2025-08,2025-W35,3,2,raw-0502-r01,Raw-0502-R01,قلب عجل,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,ملحمة عجول مزارعنا للحوم,ملحمة عجول مزارعنا للحوم,,ملحمة عجول مزارعنا للحوم,الملز,بلدية,بلدية الملز,False,True,السالمونيلا,السالمونيلا,1,السالمونيلا,,True,pathogen,date_parsed_from_text,5,True
Data 2025.xlsx,7353,2025-10-08,2025-10,2025-W41,4,2,raw-0456-r01,Raw-0456-R01,قلب عجل بتلو بلدي,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,ملحمة اساس الطازج للتجارة,ملحمة اساس الطازج للتجارة,,ملحمة اساس الطازج للتجارة,النسيم,بلدية,بلدية النسيم,False,True,السالمونيلا,السالمونيلا,1,السالمونيلا,,True,pathogen,,2,True
Data 2025.xlsx,7506,2025-12-08,2025-12,2025-W50,4,0,raw-0467-r01,Raw-0467-R01,قلب عجل بلدي,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,ملحمة سماء القاهرة,ملحمة سماء القاهرة,,ملحمة سماء القاهرة,النسيم,بلدية,بلدية النسيم,True,False,لا يوجد,,0,,,False,none,,4,True
