source_file,row_excel,sampling_date,year_month,iso_year_week,quarter,day_of_week,sample_id,sample_id_raw,sample_name,category_canonical,category_en,category_raw,sample_type,facility_name,facility_chain,facility_branch,facility_name_raw,municipality,municipality_type,municipality_raw,is_valid,is_failure,invalid_tests_raw,invalid_tests,n_failed_tests,failed_pathogens,failed_indicators,has_pathogen_failure,severity_tier,data_quality_flags,chain_invalid_count_90d,is_repeat_offender_90d
Data 2025.xlsx,3491,2025-04-23,2025-04,2025-W17,2,2,raw-0126-r01,Raw-0126-R01,لحم كتف حاشي بلدي,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,ملحمة لبون للانتاج الغذائي,ملحمة لبون للانتاج الغذائي,,ملحمة لبون للانتاج الغذائي,العليا,بلدية,بلدية العليا,True,False,لا يوجد,,0,,,False,none,date_parsed_from_text,0,False
Data 2025.xlsx,5291,2025-06-17,2025-06,2025-W25,2,1,raw-0246-r01,Raw-0246-R01,لحم كتف حاشي بلدي,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,معرض الوطنيه,معرض الوطنيه,,معرض الوطنيه,الروضة,بلدية,بلدية الروضة,True,False,لا يوجد,,0,,,False,none,date_parsed_from_text,0,False
Data 2025.xlsx,6436,2025-07-19,2025-07,2025-W29,3,5,raw-0362-r01,Raw-0362-R01,لحم كتف حاشي بلدي,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,مؤسسة المنتج الشهي لتجارة,مؤسسة المنتج الشهي لتجارة,,مؤسسة المنتج الشهي لتجارة,الروضة,بلدية,بلدية الروضة,True,False,لا يوجد,,0,,,False,none,date_parsed_from_text,0,False
Data 2025.xlsx,6527,2025-07-20,2025-07,2025-W29,3,6,raw-0375-r01,Raw-0375-R01,لحم كتف حاشي بلدي,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,ملحمة ركن حشو اليوم,ملحمة ركن حشو اليوم,,ملحمة ركن حشو اليوم,الروضة,بلدية,بلدية الروضة,True,False,لا يوجد,,0,,,False,none,date_parsed_from_text,0,False
Data 2025.xlsx,6875,2025-07-27,2025-07,2025-W30,3,6,raw-0397-r01,Raw-0397-R01,كتف حاشي بلدي,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,شركة عهود قصر اللحوم التجارية,شركة عهود قصر اللحوم التجارية,,شركة عهود قصر اللحوم التجارية,النسيم,بلدية,بلدية النسيم,False,True,السالمونيلا,السالمونيلا,1,السالمونيلا,,True,pathogen,date_parsed_from_text,2,True
