source_file,row_excel,sampling_date,year_month,iso_year_week,quarter,day_of_week,sample_id,sample_id_raw,sample_name,category_canonical,category_en,category_raw,sample_type,facility_name,facility_chain,facility_branch,facility_name_raw,municipality,municipality_type,municipality_raw,is_valid,is_failure,invalid_tests_raw,invalid_tests,n_failed_tests,failed_pathogens,failed_indicators,has_pathogen_failure,severity_tier,data_quality_flags,chain_invalid_count_90d,is_repeat_offender_90d
Data 2025.xlsx,3323,2025-04-21,2025-04,2025-W17,2,0,raw-0115-r01,Raw-0115-R01,قلب حاشي بلدي,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,ملحمة مزرعتي الذهبية,ملحمة مزرعتي الذهبية,,ملحمة مزرعتي الذهبية,العليا,بلدية,بلدية العليا,True,False,لا يوجد,,0,,,False,none,date_parsed_from_text,0,False
Data 2025.xlsx,3408,2025-04-22,2025-04,2025-W17,2,1,raw-0119-r01,Raw-0119-R01,قلب حاشي بلدي,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,ملحمة ابو ماجد,ملحمة ابو ماجد,,ملحمة ابو ماجد,العليا,بلدية,بلدية العليا,False,True,السالمونيلا,السالمونيلا,1,السالمونيلا,,True,pathogen,date_parsed_from_text,2,True
Data 2025.xlsx,5648,2025-06-24,2025-06,2025-W26,2,1,raw-0291-r01,Raw-0291-R01,قلب حاشي بلدي من نفس الحاشي,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,الهلال اللحوم الطازجة,الهلال اللحوم الطازجة,,الهلال اللحوم الطازجة,الروضة,بلدية,بلدية الروضة,True,False,لا يوجد,,0,,,False,none,date_parsed_from_text,0,False
Data 2025.xlsx,5651,2025-06-28,2025-06,2025-W26,2,5,raw-0293-r01,Raw-0293-R01,قلب حاشي بلدي,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),Raw meat Cold or chilled,لحوم نيئة مبردة ومجمدة (Raw meat Cold or chilled ),raw_meat,شركة حصاد الابداع للمواد الغذائية شركة شخص واحد,شركة حصاد الابداع للمواد الغذائية شركة شخص واحد,,شركة حصاد الابداع للمواد الغذائية شركة شخص واحد,الروضة,بلدية,بلدية الروضة,True,False,لا يوجد,,0,,,False,none,date_parsed_from_text,0,False
